OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
FENGYUN 1C DEB,1999-025FU,2026-08-16T15:59:16.584288,14.31673054,.01007383,98.3674,121.5020,340.8959,47.6825,0,U,29874,999,373,.10138875E-2,.2816E-4,0
FENGYUN 1C DEB,1999-025FV,2026-08-16T16:55:32.107008,14.24928282,.00832194,98.3707,274.1767,59.4499,61.9380,0,U,29875,999,1832,.22928009E-4,.15E-6,0
FENGYUN 1C DEB,1999-025FW,2026-08-16T16:02:28.825152,14.20441653,.00614521,98.3006,269.5634,17.6375,109.7117,0,U,29876,999,1421,.68713113E-4,.11E-5,0
FENGYUN 1C DEB,1999-025FX,2026-08-16T13:59:27.267936,14.25289660,.00451902,98.5391,232.2585,217.3667,265.5819,0,U,29877,999,1484,.20482981E-3,.444E-5,0
FENGYUN 1C DEB,1999-025GA,2026-08-16T16:58:06.801024,13.94738623,.02300599,98.1836,124.7528,128.8100,289.6698,0,U,29880,999,99004,.48945051E-3,.783E-5,0
FENGYUN 1C DEB,1999-025GB,2026-08-16T09:09:19.750176,13.60437644,.0288114,98.7298,179.3053,148.2096,335.3148,0,U,29881,999,96587,.15246702E-2,.1472E-4,0
FENGYUN 1C DEB,1999-025GE,2026-08-16T10:35:27.093120,14.41224921,.00445291,99.5802,296.5575,141.0360,233.0819,0,U,29884,999,2102,.32045444E-3,.993E-5,0
FENGYUN 1C DEB,1999-025GF,2026-08-16T18:02:14.206848,14.13721908,.0117984,98.3654,152.9463,172.8709,206.8207,0,U,29885,999,948,.58170224E-4,.78E-6,0
FENGYUN 1C DEB,1999-025GH,2026-08-16T17:14:28.348224,14.35144355,.02821143,98.7063,317.6649,349.4268,174.3641,0,U,29887,999,1514,.15266103E-3,.625E-5,0
FENGYUN 1C DEB,1999-025GJ,2026-08-16T19:48:31.796928,14.20534175,.02735037,99.1789,76.3838,42.4534,319.7447,0,U,29888,999,1009,.16704597E-3,.469E-5,0
FENGYUN 1C DEB,1999-025GK,2026-08-16T07:55:10.385184,14.13855487,.01542198,99.5074,5.7955,72.3517,319.0613,0,U,29889,999,799,.14007956E-3,.249E-5,0
